coverage,set_size,worst_class_cov,ssc,empty_rate,seed,severity,method,cost_ms
0.9088319088319088,0.9166666666666666,0.8913043478260869,0.0,0.09116809116809117,4,0.2,Split CP,0.21909999486524612
0.905982905982906,0.9131054131054132,0.8840579710144928,0.0,0.09401709401709402,4,0.2,Weighted CP,0.11940000695176423
0.9088319088319088,0.9223646723646723,0.88,0.0,0.09116809116809117,4,0.2,Classwise CP,0.3856999974232167
0.9009971509971509,0.9074074074074074,0.8985507246376812,0.0,0.099002849002849,4,0.2,ACI,15.687499995692633
0.9228855721393034,0.9284825870646766,0.9033333333333333,0.0,0.07711442786069651,4,0.4,Split CP,0.11730000551324338
0.9203980099502488,0.9253731343283582,0.8966666666666666,0.0,0.07960199004975124,4,0.4,Weighted CP,0.11320000339765102
0.9235074626865671,0.9309701492537313,0.8933333333333333,0.0,0.07649253731343283,4,0.4,Classwise CP,0.5347999976947904
0.900497512437811,0.9029850746268657,0.89,0.0,0.09950248756218906,4,0.4,ACI,16.80359999591019
0.9282560706401766,0.9359823399558499,0.9,0.0,0.0717439293598234,4,0.6,Split CP,0.1635999942664057
0.9216335540838853,0.9282560706401766,0.8933333333333333,0.0,0.07836644591611479,4,0.6,Weighted CP,0.1109000004362315
0.9288079470198676,0.9381898454746137,0.89,0.0,0.07119205298013245,4,0.6,Classwise CP,0.4729000065708533
0.9012141280353201,0.9034216335540839,0.8966666666666666,0.0,0.09878587196467992,4,0.6,ACI,18.391300007351674
0.9186104218362283,0.9290322580645162,0.8928571428571429,0.0,0.08138957816377171,4,0.8,Split CP,0.11580000864341855
0.9081885856079405,0.9176178660049628,0.8888888888888888,0.0,0.09181141439205956,4,0.8,Weighted CP,0.08549999620299786
0.9176178660049628,0.9330024813895782,0.8928571428571429,0.0,0.08238213399503722,4,0.8,Classwise CP,0.3465000045252964
0.9012406947890819,0.9106699751861043,0.8928571428571429,0.0,0.09875930521091811,4,0.8,ACI,20.15489999030251
0.9130630630630631,0.9193693693693694,0.8722222222222222,0.0,0.08693693693693694,4,1.0,Split CP,0.23879999935161322
0.904054054054054,0.9081081081081082,0.8611111111111112,0.0,0.09594594594594595,4,1.0,Weighted CP,0.11950000771321356
0.913963963963964,0.9265765765765765,0.88,0.0,0.08603603603603603,4,1.0,Classwise CP,0.37259999953676015
0.9004504504504505,0.9063063063063063,0.8944444444444445,0.0,0.09954954954954955,4,1.0,ACI,22.635000001173466
